ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	pathway_name	compound_id	node_depth	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	logDT50_mean	logDT50_std
42	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	NOA 457465 (8a-oxo-hydroxy avermectin B1a)	3	80.73091626334201	137.0	1.9070398815786138	0.8916931286781569	0.3986176714000303	1.88	0.48	0.32	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(=O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	Avermectin B1a	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6f9fba22-317b-4e7a-ba73-3f3fe1d33541/structure/edb1c73b-5696-4184-9816-93017f223147	2	0.2624669291337272	0.15693108702617095			0.0	1.88	0.32
43	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	NOA 448112 (8a-hydroxy avermectin B1a)	6	33.72747620732409	28.4	1.5279838445915002	0.5213454886766513	0.17563622601568094	1.54	0.32	0.14	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)CC(C(=O)O1)C34O)O2	Avermectin B1a	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/fe48e49e-dc3c-425d-afed-151540aeb8b6/structure/4bf2da13-0b87-49c6-aec6-4be212179ab9	1	0.24944382578492952	0.1265696136312428			4.714045207910317	1.54	0.14
44	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	Avermectin B1a	15	30.02707196156379	24.4	1.4775129847819286	0.7683473468895994	0.21593907798562303	1.48	0.28	0.08	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	Avermectin B1a	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/432c8cbc-c8f5-4e47-a4c2-8f93e9201247/structure/7ef6c00e-cbc3-4c60-a9ac-14fe17f717d0	0	0.5055250296034368	0.23452045354290224			5.994789404140899	1.48	0.08
45	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	NOA 457464 (4,8a-hydroxy avermectin B1a)	3	62.52687910522875	59.5	1.796066752346064	0.3775870978854572	0.15490061136060926	1.79	0.39	0.26	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3C(O)OC4C(O)C(C)(O)C=C(C(=O)O1)C34O)O2	Avermectin B1a	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0c22563f-a40f-4f52-9c69-a0deb4f7322e/structure/94833f58-8cf5-45c8-b5f9-c39d92a0819a	2	0.2624669291337272	0.15693108702617095			0.0	1.79	0.26
46	CC=C(C)C(=O)OC1CC(O)C23COC(C(=O)OC)C2C(C)(C24OC2(C)C2CC4OC4OC=CC42O)C(O)C2OCC1(C(=O)OC)C23	Azadirachtin B	2	22.275075757446935	24.645	1.3478191897452858	0.3972001541798118	0.1986000770899059	1.38	0.42	0.36	CC=C(C)C(=O)OC1CC(O)C23COC(C(=O)OC)C2C(C)(C24OC2(C)C2CC4OC4OC=CC42O)C(O)C2OCC1(C(=O)OC)C23	CC=C(C)C(=O)OC1CC(O)C23COC(C(=O)OC)C2C(C)(C24OC2(C)C2CC4OC4OC=CC42O)C(O)C2OCC1(C(=O)OC)C23	CC=C(C)C(=O)OC1CC(O)C23COC(C(=O)OC)C2C(C)(C24OC2(C)C2CC4OC4OC=CC42O)C(O)C2OCC1(C(=O)OC)C23	Azadirachtin 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/48a7f542-65ba-4808-910f-a444a8d0dc76/structure/fb697dfa-50d5-47fb-a48f-350ebf330a31	-99	1.0499999999999998				0.0	1.38	0.36
47	CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O	Azadirachtin A	7	4.6910424217699305	4.0	0.671269360352251	1.1289771270735065	0.37955353263490915	0.7	0.42	0.17	CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O	CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O	CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O	Azadirachtin 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2bef546d-050c-4987-9041-8287138b631b/structure/9e69e671-c6f7-44d8-8e20-6623920d6532	0	0.7610411772495544	0.21458539697891246			2.3570226039551585	0.7	0.17
48	COc1cc(O)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	JJ999	3	20.911292478843627	9.9	1.3203808763892917	1.3396807212846142	0.5931727837806922	1.35	0.63	0.42	COc1cc(O)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	Azimsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ea1d8a6c-cac2-4974-a8ff-95691a48e422/structure/e118a2b8-378f-4a15-9ae4-6f02ae34c615	1	0.0	0.0			0.0	1.35	0.42
49	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	Azimsulfuron	7	41.29574912991032	31.9	1.6159053488855124	0.8851519719032033	0.32990200765113387	1.62	0.39	0.16	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1	Azimsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a18a8225-9a7c-47e9-994d-41ebc8f90973/structure/f56ed789-e870-42db-8f1e-ce66b00f0a13	0	0.9431860898041275	0.0			2.4743582965269675	1.62	0.16
50	COc1cc(OC)nc(N)n1	S13 (2-amino-4,6-dimethoxypyrimidine)	37	15.748660839380237	12.6	1.197243630202184	2.0791812460476247	0.599220544475605	1.2	0.61	0.1	COc1cc(OC)nc(N)n1	COc1cc(OC)nc(N)n1	COc1cc(OC)nc(N)n1	Azimsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6358408d-2559-4ec1-ab03-3e83eeb5e54e/structure/46fd611f-3642-4579-b877-fb0497ef8b86	1	0.8406625840650418	0.20122191437276038			1.364797964643524	1.2	0.1
51	Cn1nnc(-c2cnn(C)c2S(N)(=O)=O)n1	A8342	2	126.36415631024491	132.65	2.1016239020773537	0.2728444021028835	0.13642220105144176	2.09	0.42	0.38	Cn1nnc(-c2cnn(C)c2S(N)(=O)=O)n1	Cn1nnc(-c2cnn(C)c2S(N)(=O)=O)n1	Cn1nnc(-c2cnn(C)c2S(N)(=O)=O)n1	Azimsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0007b9f8-f8da-4925-bea1-619c93fa08d9/structure/3acd0430-906d-4979-9ee1-49686e227b7a	2					0.0	2.09	0.38
52	N#Cc1ccccc1Oc1cc(Oc2ccccc2CC(=O)O)ncn1	Compound 20 (R402173)	3	7.018617108950419	8.4	0.8462515507174257	0.36797678529459443	0.16003744195484249	0.85	0.38	0.24	N#Cc1ccccc1Oc1cc(Oc2ccccc2CC(=O)O)ncn1	N#Cc1ccccc1Oc1cc(Oc2ccccc2CC(=O)O)ncn1	N#Cc1ccccc1Oc1cc(Oc2ccccc2CC(=O)O)ncn1	Azoxystrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4aa21314-0395-42bd-9d23-b2efe541ed9b/structure/47a60a8a-2dab-4296-af1d-3186f95a45bd	2	0.6649979114420002	0.08355474749976945			0.0	0.85	0.24
53	COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	Azoxystrobin	8	93.38416160029433	90.55	1.9702732240579617	0.4345462556296198	0.14635722701941062	1.97	0.29	0.11	COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	Azoxystrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/eaa7df1b-849e-42c1-ac5f-c538508a06ce/structure/cc914c7f-89bc-49fd-bde4-ee02b775e89c	0	0.6495190528383289	0.16165114995744487			0.0	1.97	0.11
54	COC=C(C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	Compound 2 (R234886)	5	49.436682163857	56.5	1.6940493163226742	0.5642714304385628	0.22149098885855778	1.69	0.36	0.17	COC=C(C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	COC=C(C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	COC=C(C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	Azoxystrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/fa880a68-eb76-4351-8696-394d9fc9546a/structure/7ba67c7a-c45f-4f33-9212-a1a43982d37e	1	0.5153639490690052	0.1436374067066992			0.0	1.69	0.17
55	N#Cc1ccccc1Oc1cc(O)ncn1	Compound 28 (R401553)	3	1.6485141199234228	1.6	0.21709267133271468	0.1549019599857432	0.06390029885420401	0.24	0.36	0.24	N#Cc1ccccc1Oc1cc(O)ncn1	N#Cc1ccccc1Oc1cc(O)ncn1	N#Cc1ccccc1Oc1cc(O)ncn1	Azoxystrobin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/86fe69fe-8304-41a9-b1eb-561aeb760f72/structure/231eddd2-7a74-4188-8925-36df86b6b62f	1	0.6649979114420002	0.08355474749976945			0.0	0.24	0.24
56	CCc1nc2ncnn2c(N)c1CCCC(=O)O	M650F01	8	3.1571666340002857	2.5	0.4992975043873092	0.9506383851704996	0.3299715391976421	0.5	0.38	0.14	CCc1nc2ncnn2c(N)c1CCCC(=O)O	CCc1nc2ncnn2c(N)c1CCCC(=O)O	CCc1nc2ncnn2c(N)c1CCCC(=O)O	BAS 650 F	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/51ccac9c-97f7-4cbe-9e6c-b9a85af013ea/structure/1d9c2973-57e5-46c5-99c9-c06833a27f1b	1	0.7189401922274203	0.17142658233085373			0.0	0.5	0.14
57	CCc1nc2ncnn2c(N)c1CCC(=O)O	M650F02	8	8.846728902371716	7.6	0.946782719030481	0.6184504075161317	0.22246807558373585	0.95	0.32	0.12	CCc1nc2ncnn2c(N)c1CCC(=O)O	CCc1nc2ncnn2c(N)c1CCC(=O)O	CCc1nc2ncnn2c(N)c1CCC(=O)O	BAS 650 F	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/bcf89fcf-eee2-4ba0-bcd3-123c7a466f9e/structure/3544256b-394d-4307-a4fa-2d7284bb59ea	1	0.7189401922274203	0.17142658233085373			0.0	0.95	0.12
58	CCc1nc2ncnn2c(N)c1CC(=O)O	M650F03	12	50.943188843093424	61.099999999999994	1.7070861266035224	0.49577635224508887	0.1839183268095261	1.71	0.28	0.08	CCc1nc2ncnn2c(N)c1CC(=O)O	CCc1nc2ncnn2c(N)c1CC(=O)O	CCc1nc2ncnn2c(N)c1CC(=O)O	BAS 650 F	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e8cebd78-46ce-4972-81d9-cc9dccfef12a/structure/11c695f5-f567-48ae-a79f-37ad7f58ada2	2	0.7521727786146537	0.20066240115382736			0.0	1.71	0.08
59	CCc1nc2ncnn2c(N)c1C(=O)O	M650F04	5	114.184286365559	123.0	2.0576063419634383	1.0047292062440607	0.3549950308538895	2.06	0.43	0.22	CCc1nc2ncnn2c(N)c1C(=O)O	CCc1nc2ncnn2c(N)c1C(=O)O	CCc1nc2ncnn2c(N)c1C(=O)O	BAS 650 F	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7d5c8b7f-49e0-44e6-90b5-806e0fcf9967/structure/1e8d4ae7-425e-4969-b438-3cc191ecd094	2	0.6770524351924303	0.23303321050031633			0.0	2.06	0.22
60	CCCCCCCCc1c(CC)nc2ncnn2c1N	BAS 650 F	12	2.181300042465049	1.8	0.3387154078182732	0.6889086783281229	0.19888991093673675	0.34	0.29	0.08	CCCCCCCCc1c(CC)nc2ncnn2c1N	CCCCCCCCc1c(CC)nc2ncnn2c1N	CCCCCCCCc1c(CC)nc2ncnn2c1N	BAS 650 F	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4bfe8b3d-7d89-4db2-9954-729fb4e5256e/structure/a674cdf6-3c95-4a82-9127-69916ba39eae	0	0.6933713931861402	0.17328121086145964			2.7638539919628333	0.34	0.08
61	O=C(O)c1c[nH]nc1C(F)F	CSCD465008	14	151.5395001679075	149.9	2.1805258504554605	0.8029242494621913	0.20536899688705065	2.18	0.28	0.08	O=C(O)c1c[nH]nc1C(F)F	O=C(O)c1c[nH]nc1C(F)F	O=C(O)c1c[nH]nc1C(F)F	BAS 700 F (Fluxapyroxad)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5bdeceab-a924-48b5-9023-558309cabaa2/structure/8b305eb1-c7b9-49e0-851f-4ccd0ed9161c	2	0.6749149606295838	0.16930078991100608			0.0	2.18	0.08
62	Cn1cc(C(=O)O)c(C(F)F)n1	CSAA798670	4	6.2349658407123885	7.9	0.7948340784672071	0.6020599913279624	0.2398430467924403	0.81	0.37	0.2	Cn1cc(C(=O)O)c(C(F)F)n1	Cn1cc(C(=O)O)c(C(F)F)n1	Cn1cc(C(=O)O)c(C(F)F)n1	BAS 700 F (Fluxapyroxad)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7c843230-ae22-4f4f-869f-345b2224b5d4/structure/421cb03b-9828-45ea-9f48-52db35824f58	1	0.4898979485566353	0.17679622506324996			0.0	0.81	0.2
63	Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1	BAS 700 F (Fluxapyroxad)	7	237.0875107170183	243.6	2.37490867683967	1.071110994116713	0.4021999466075289	2.37	0.45	0.18	Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1	Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1	Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1	BAS 700 F (Fluxapyroxad)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/227fe7d2-6c9f-42a5-857e-aaaf1a37c187/structure/df8eb0ac-5912-419a-8606-092ddd513278	0	0.3833259389999638	0.09347963896312451			3.4992710611188254	2.37	0.18
64	Cc1cccc(C)c1N(C(=O)CC(=O)O)C(C)C(=O)O	N-malonyl-N-(2,6-xylyl)-D-alanine M3	3	91.38691275508332	98.0	1.960884006180163	0.2523380717642567	0.10522707668702061	1.97	0.36	0.24	Cc1cccc(C)c1N(C(=O)CC(=O)O)C(C)C(=O)O	Cc1cccc(C)c1N(C(=O)CC(=O)O)C(C)C(=O)O	Cc1cccc(C)c1N(C(=O)CC(=O)O)C(C)C(=O)O	Benalaxyl-M	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4de4fcb4-8feb-4185-932d-dedec051efcd/structure/50531119-50fd-4eae-bce9-664c2e0daee5	2	0.26246692913372693	0.16602043118126567			0.0	1.97	0.24
65	Cc1cccc(C)c1N(C(=O)Cc1ccccc1)C(C)C(=O)O	N-phenylacetyl-N-(2,6-xylyl)-D-alanine M9	4	10.215479686307178	9.4	1.0092587645294095	1.0894004112293108	0.41730745951383674	1.03	0.48	0.28	Cc1cccc(C)c1N(C(=O)Cc1ccccc1)C(C)C(=O)O	Cc1cccc(C)c1N(C(=O)Cc1ccccc1)C(C)C(=O)O	Cc1cccc(C)c1N(C(=O)Cc1ccccc1)C(C)C(=O)O	Benalaxyl-M	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/d735041e-7fb1-4128-a5b1-8ed989747d48/structure/939b3fdf-a126-4860-a89a-eb034140e7a8	1	0.8986100377805715	0.0			0.0	1.03	0.28
66	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	Benalaxyl-M	14	65.07844750828659	77.0	1.8134371839909047	0.5371191843949479	0.17408600164626498	1.81	0.27	0.07	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C	Benalaxyl-M	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a9c89b6a-d454-44d8-b4b5-d840db91caed/structure/352f7694-2c56-4a40-b161-7fbdd0e76758	0	0.6996081264624112	0.03395011781896795			0.9035079029052513	1.81	0.07
67	COC(=O)C(C)N(C(=O)CC(=O)O)c1c(C)cccc1C	Methyl-N-malonyl-N-(2,6-xylyl)-D-alaninate M7	4	70.37167221715782	75.0	1.8473978711361845	0.26404642941081136	0.10212848185751999	1.86	0.33	0.19	COC(=O)C(C)N(C(=O)CC(=O)O)c1c(C)cccc1C	COC(=O)C(C)N(C(=O)CC(=O)O)c1c(C)cccc1C	COC(=O)C(C)N(C(=O)CC(=O)O)c1c(C)cccc1C	Benalaxyl-M	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ed19a5c5-6693-4492-9d16-9f76f9e7c0b1/structure/1c398dc4-ed66-486a-81d2-17f1afffa803	1	0.756637297521078	0.2073370705075027			0.0	1.86	0.19
68	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	Benfluralin	4	38.353258889583024	35.5	1.5838022720041998	0.6334684555795864	0.22689704767258126	1.59	0.37	0.21	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]	Benfluralin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/79790c34-fd17-4261-81ca-0c32a96a2b97/structure/10028de0-f015-4a2d-9ee4-8504e85be729	0	0.3112474899497182	0.12788359475360628			0.0	1.59	0.21
69	CC1(C)Cc2cccc(O)c2O1	Carbofuran-phenol, 7-phenol	9	1.0	1.0	0.0	0.0	0.0	-1.5	0.43	0.94	CC1(C)Cc2cccc(O)c2O1	CC1(C)Cc2cccc(O)c2O1	CC1(C)Cc2cccc(O)c2O1	Benfuracarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/38ad016f-20bb-4e8d-ba72-2de8e14b24bc/structure/49153508-5a02-4335-9306-f54129eacece	2	0.4898979485566357	0.12647300493563038			0.0	-1.5	0.94
70	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	3-OH-carbofuran	9	0.5163901862178948	0.51	-0.2870220199143588	0.5686362358410126	0.2321762626911373	-1.49	0.43	0.9	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	CNC(=O)Oc1cccc2c1OC(C)(C)C2O	Benfuracarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e78f33f1-0f84-42cc-b033-2f04370ad324/structure/80e35405-1fb7-495e-bec0-ea38a1c5670d	2	0.4898979485566357	0.12647300493563038			0.0	-1.49	0.9
71	CNC(=O)Oc1cccc2c1OC(C)(C)C2	Carbofuran	24	16.361415139119003	15.05	1.2138208641599475	1.2560628501474578	0.34562896199698856	1.22	0.37	0.08	CNC(=O)Oc1cccc2c1OC(C)(C)C2	CNC(=O)Oc1cccc2c1OC(C)(C)C2	CNC(=O)Oc1cccc2c1OC(C)(C)C2	Benfuracarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e8d09bb4-b56c-40e6-b497-d802e530eaee/structure/50339fa2-80df-4a6b-b4cb-75b4764830f8	1	0.6306412080837513	0.2414548285633283			3.529390488770295	1.22	0.08
72	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	Benfuracarb	6	0.36689411529497745	0.374	-0.4354592539442825	0.805134740069237	0.28355364045519754	-0.44	0.37	0.17	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C	Benfuracarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0148055b-9557-4216-b928-418f4cf84cb7/structure/e881cffc-b185-42e9-a1f1-9df09c4fb0d7	0	0.7536946036396678	0.12309853518653163			3.72677996249965	-0.44	0.17
73	CNC(=O)Oc1cccc2c1OC(C)(C)C2=O	3-keto-carbofuran	9	3.8063183895757864	4.41	0.5805051131818256	0.7220353084047122	0.2982162120434128	0.58	0.35	0.13	CNC(=O)Oc1cccc2c1OC(C)(C)C2=O	CNC(=O)Oc1cccc2c1OC(C)(C)C2=O	CNC(=O)Oc1cccc2c1OC(C)(C)C2=O	Benfuracarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e54556b3-1ebc-4062-a64e-73c1a49b4522/structure/379083d6-ae83-4618-bf99-fde02264ea53	3	0.4898979485566357	0.12647300493563038			0.0	0.58	0.13
74	COC(=O)c1ccccc1CS(N)(=O)=O	IN-N5297	4	16.785248439179373	26.0	1.2249277736427862	1.1972805581256192	0.5112760400310143	1.22	0.54	0.31	COC(=O)c1ccccc1CS(N)(=O)=O	COC(=O)c1ccccc1CS(N)(=O)=O	COC(=O)c1ccccc1CS(N)(=O)=O	Bensulfuron methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/f81c0352-4237-4d14-9fd7-cf5ebb2201ce/structure/9f5f8125-4543-41c6-bd92-27478cc36c46	1	0.925675429078681	0.12634362104989488			0.0	1.22	0.31
75	COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(O)cc(OC)n1	IN-F7880	6	14.17468653571641	19.5	1.1515134635216353	0.8715159826270504	0.344746836463223	1.16	0.41	0.18	COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(O)cc(OC)n1	COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(O)cc(OC)n1	COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(O)cc(OC)n1	Bensulfuron methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/72cb1691-f08f-457c-b6af-fa05dc87ba57/structure/757c0674-7bdb-4615-b247-c6041b4677af	1	1.177096238867305	0.22365350251412638			0.0	1.16	0.18
76	COc1cc(OC)nc(NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)O)n1	IN-R9419	6	25.495153393063887	24.5	1.4064576292692035	0.8325089127062364	0.2873459679516997	1.4	0.37	0.16	COc1cc(OC)nc(NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)Cc2ccccc2C(=O)O)n1	Bensulfuron methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/3610bc92-2209-40d9-8593-cea5cfbec2ab/structure/cec3cb66-aab0-42d6-a17d-9223547056d7	1	1.0274023338281628	0.22365350251412638			0.0	1.4	0.16
